16:52:13.488103,22.600495
16:53:53.427969,22.507675
16:55:33.375503,22.44163
16:57:13.315234,22.388905
16:58:53.257156,22.349545
17:00:33.197835,22.31687668
17:02:13.147899,22.29081436
17:03:53.087363,22.26466204
17:05:33.037489,22.25196472
17:07:12.976847,22.23239572
17:08:52.916919,22.21958572
17:10:32.857028,22.20673072
17:12:12.796928,22.19383072
17:13:52.736885,22.18088572
17:15:32.676869,22.1747224
17:17:12.616953,22.16171008
17:18:52.557095,22.14865276
17:20:32.497996,22.13555044
17:22:12.446976,22.12912144
17:23:52.387907,22.11595144
17:25:32.327869,22.10956312
17:27:12.267944,22.10304412
17:28:52.217608,22.08978412
17:30:32.158359,22.0833058
17:32:12.109069,22.06997848
17:33:52.056962,22.06332448
17:35:31.997011,22.04992948
17:37:11.936937,22.05003448
17:38:51.876947,22.03659448
17:40:31.816855,22.02310948
17:42:11.756984,22.01640616
17:43:51.697130,22.00957216
17:45:31.637199,22.00282384
17:47:11.576914,21.98922652
17:48:51.516829,21.98230252
17:50:31.457922,21.9754642
17:52:11.407870,21.96177688
17:53:52.166874,21.95476288
17:55:32.109084,21.95455288
17:57:12.057892,21.94762456
17:58:52.008102,21.94056556
