16:42:39.975202,63.725
16:42:55.823362,63.95
16:43:11.664861,64.175
16:43:27.504707,64.2866
16:43:44.184960,64.5116
16:44:00.024710,64.625
16:44:15.863742,64.85
16:44:31.704781,65.075
16:44:47.543665,65.3
16:45:05.024841,65.4116
16:45:20.854711,64.5116
16:45:36.694727,64.5116
16:45:52.534781,64.625
16:46:08.374724,64.85
16:46:24.214731,64.9616
16:46:40.054724,65.1866
16:46:55.894875,65.4116
16:47:11.723352,65.6366
16:47:27.564800,65.75
16:47:43.404739,65.975
16:47:59.244711,66.2
16:48:15.084780,66.425
16:48:30.924790,66.65
16:48:46.754819,66.9866
16:49:02.594712,66.9866
16:49:18.434802,67.325
16:49:34.274704,67.55
16:49:50.106279,67.775
16:50:05.944756,68.1116
16:50:21.784744,68.3366
16:50:37.624724,68.5616
16:50:53.464795,68.7866
16:51:09.304728,69.0116
16:51:25.144743,69.2366
16:51:40.975828,69.575
16:51:56.814723,69.6866
16:52:12.654983,70.025
16:52:13.484722,70.025
16:53:53.424852,71.6
16:55:33.373418,72.725
16:57:13.313686,73.625
16:58:53.254752,74.3
17:00:33.194696,74.8616
17:02:13.144749,75.3116
17:03:53.084709,75.7616
17:05:33.034722,75.9866
17:07:12.973692,76.325
17:08:52.913758,76.55
17:10:32.853732,76.775
17:12:12.793688,77.0
17:13:52.733684,77.225
17:15:32.673715,77.3366
17:17:12.613785,77.5616
17:18:52.553815,77.7866
17:20:32.494777,78.0116
17:22:12.443717,78.125
17:23:52.384708,78.35
17:25:32.324740,78.4616
17:27:12.264813,78.575
17:28:52.214726,78.8
17:30:32.155215,78.9116
17:32:12.106250,79.1366
17:33:52.053759,79.25
17:35:31.993702,79.475
17:37:11.933694,79.475
17:38:51.873758,79.7
17:40:31.813704,79.925
17:42:11.753823,80.0366
17:43:51.693887,80.15
17:45:31.633703,80.2616
17:47:11.573710,80.4866
